"",n","p","q","success","bInit","b","i","time (µs)"
"","412731208223","474629","869587","true","3","66156163166","67","243"
"","2446931731","14447","169373","true","3","752081927","233","548"
"","893714398711","899309","993779","true","3","579637924934","11833","51245"
"","384630529421","399541","962681","true","3","10507663116","587","2218"
"","5057469217","12107","417731","true","3","2206872874","1129","4183"
"","957922445443","911459","1050977","true","3","861582140603","113","464"
"","347135576911","767729","452159","true","3","311471493946","3691","14407"
"","877219399417","1209469","725293","true","3","216389727198","7753","34613"
"","47023158361","918439","51199","true","3","22096566819","53","202"
"","29345715923","805073","36451","true","3","2997693790","12","64"
"","96094185961","347539","276499","true","3","832261991","15361","58004"
"","202527535087","613651","330037","true","3","20792332","3929","15320"
"","37307637421","213139","175039","true","3","3097762227","3947","15351"
"","37611952849","35129","1070681","true","3","35390289775","71","190"
"","20252180233","1128947","17939","true","3","15631400163","6203","22928"
"","59903809117","241931","247607","true","3","41707694746","1861","5737"
"","42021677983","627667","66949","true","3","10134311383","619","2354"
"","1056506273111","921989","1145899","true","3","290452165430","83","346"
"","31721242747","59699","531353","true","3","17412407331","1571","7027"
"","2255778251","6121","368531","true","3","195865880","17","103"
"","22742920901","494917","45953","true","3","6446057076","359","984"
"","638800735609","650549","981941","true","3","30700057860","1579","7408"
"","934176807293","987599","945907","true","3","77523700000","181","574"
"","293753733761","727169","403969","true","3","274480119417","23","300"
"","634615669321","578701","1096621","true","3","374893048303","373","1332"
"","412134628523","1112017","370619","true","3","201084922094","23167","97684"
"","76210662293","221827","343559","true","3","73191818651","3361","12694"
"","62019895099","251501","246599","true","3","46413000545","503","1983"
"","64760931607","138389","467963","true","3","17225718031","239","1163"
"","648335790587","1095793","591659","true","3","147269250032","202","634"
"","1022117082839","1171399","872561","true","3","663235361223","839","3789"
"","967656567667","896009","1079963","true","3","618106023421","569","1837"
"","2291913691","302483","7577","true","3","779771802","947","2975"
"","133920181709","309121","433229","true","3","73208817310","23","91"
"","73694688757","306419","240503","true","3","72336946169","509","2374"
"","12318560609","49613","248293","true","3","3798634608","22","106"
"","254322794353","813107","312779","true","3","191372892814","8231","29993"
"","28495741657","162209","175673","true","3","24688372010","137","351"
"","129016563971","267541","482231","true","3","55015258454","21","90"
"","1011523705187","915881","1104427","true","3","834095574344","3271","14663"
"","166729163753","729199","228647","true","3","79471981026","547","1913"
"","7931782927","20479","387313","true","3","784878155","3413","10809"
"","25329852623","279397","90659","true","3","15304808867","199","599"
"","761252766713","809827","940019","true","3","687146307771","1901","8525"
"","241967946743","486907","496949","true","3","183128191246","439","1299"
"","313120638059","1212241","258299","true","3","196065213838","107","409"
"","260847047581","1060453","245977","true","3","199737259633","277","1005"
"","62439461251","179173","348487","true","3","47912651931","79","284"
"","687630948269","960581","715849","true","3","274785797141","4261","17246"
"","1179907685447","1021973","1154539","true","3","1147655638483","21","131"
"","29224878733","117017","249749","true","3","20063835665","2153","6801"
"","210764035679","833491","252869","true","3","6356202367","14","63"
"","196785605053","1098373","179161","true","3","95339874774","157","1102"
"","1060835751839","946037","1121347","true","3","221849460649","113","358"
"","510058603321","471553","1081657","true","3","105810932712","181","553"
"","57119338613","867719","65827","true","3","48774054862","53","148"
"","35306646301","69557","507593","true","3","26386206920","947","2593"
"","94732538827","595379","159113","true","3","59093747267","86","509"
"","399558661459","497261","803519","true","3","118793166596","47","179"
"","854600519887","737767","1158361","true","3","205289369865","197","602"
"","810823266943","633377","1280159","true","3","724055051583","19793","80995"
"","936723253657","1155611","810587","true","3","811539439726","57899","246742"
"","13946950883","19853","702511","true","3","10264914239","709","2008"
"","106666681357","161543","660299","true","3","23076417551","74","210"
"","588566517431","744707","790333","true","3","2347289011","983","3767"
"","358730780041","311557","1151413","true","3","336130845678","419","1218"
"","174263102633","415477","419429","true","3","134208891421","97","272"
"","57804966053","820429","70457","true","3","37577254553","8807","29405"
"","10449155557","763883","13679","true","3","6369079191","977","3100"
"","556999321","659","845219","true","3","148265116","47","114"
"","716767357093","908417","789029","true","3","552262122564","151","443"
"","481802004269","519383","927643","true","3","392400410145","443","1441"
"","618971728301","1094543","565507","true","3","238677318914","353","1130"
"","939421286591","823777","1140383","true","3","424914885702","8581","35611"
"","1374970150501","1094123","1256687","true","3","828423150645","461","1524"
"","372394350151","963751","386401","true","3","59376696067","23","84"
"","154721970709","1123951","137659","true","3","150107027904","127","358"
"","981516729439","801841","1224079","true","3","796947364378","257","854"
"","59880362167","185599","322633","true","3","41047446039","491","1988"
"","767626310821","821809","934069","true","3","745240233662","439","1348"
"","62966911019","1040827","60497","true","3","19375011209","199","522"
"","493214045921","1231831","400391","true","3","419751340575","13687","53081"
"","60707251147","189947","319601","true","3","14974585255","47","186"
"","11624042489","37781","307669","true","3","8138556335","1889","6677"
"","62884323683","1222693","51431","true","3","30926386059","139","432"
"","261052887631","939881","277751","true","3","245741030504","101","360"
"","372535364681","304009","1225409","true","3","67274151611","239","1966"
"","200111098267","191773","1043479","true","3","173564537197","761","2373"
"","341110525589","1097443","310823","true","3","97526932711","29","122"
"","314077518077","814603","385559","true","3","243331297168","733","2701"
"","126121089433","568987","221659","true","3","96909296854","233","822"
"","92246409601","540689","170609","true","3","33106387471","719","2435"
"","24108542573","1201163","20071","true","3","14050542983","223","606"
"","18011095243","149399","120557","true","3","7040408244","30139","108199"
"","165502851949","1140353","145133","true","3","45786313304","151","511"
"","1110667920007","1127029","985483","true","3","62816657387","1033","3832"
"","9321068993","33343","279551","true","3","7404546697","5557","17935"
"","218340927979","341041","640219","true","3","56670782971","29","137"
"","988830058673","1167217","847169","true","3","353330469169","61","195"
"","115902615319","1164511","99529","true","3","93161134581","29","116"
"","390462737033","703903","554711","true","3","302720524181","103","584"
"","627168164197","1060303","591499","true","3","612454035074","1933","7015"
"","264245438893","533227","495559","true","3","151869506700","23","94"
"","10594973671","396563","26717","true","3","468696332","6679","21365"
"","129926133929","324239","400711","true","3","2625057762","38","123"
"","283980897709","291089","975581","true","3","155475001236","113","338"
"","1175121754949","958553","1225933","true","3","1141754525020","17117","70453"
"","100555157207","670399","149993","true","3","88729559095","18749","70273"
"","129133622879","660601","195479","true","3","76011393465","367","1685"
"","212873679539","512059","415721","true","3","82814533248","547","2806"
"","91626590533","801331","114343","true","3","77870670262","59","196"
"","330955417447","282383","1172009","true","3","204798835517","521","1615"
"","1181594111587","1197923","986369","true","3","787821248489","3203","13055"
"","27359312339","1256917","21767","true","3","7266738815","10883","39361"
"","1240066943239","1285607","964577","true","3","437582054591","401","1477"
